Gene,Target_ChEMBL_ID,Target_Name,Molecule_ChEMBL_ID,Drug_Name,SMILES,pChEMBL,Assay_Type,Max_Phase,First_Approval,Source
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL49881,,C/N=C(/N)Nc1ccccc1CC(N)C(=O)O,6.22,Ki,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1607187,,O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,6.21,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL271982,,COC[C@H]1OC(=O)/C(=C/N2CCN(CCN3CCOCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,6.21,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4290288,,Cc1cccc(-c2ccc3c(c2)nc(N)c2nc(CN4CCCC4=O)[nH]c23)c1,6.21,EC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5207305,,CN(C)[C@@H]1CCCC[C@H]1N(C)c1ccc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c2nonc12,6.20,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL4288029,,Nc1nc2cc(-n3cccn3)ccc2c2[nH]c(CN3C[C@H](c4ccccc4)CC3=O)nc12,6.20,EC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1411912,,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,6.20,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1700405,,COc1ccc(NC(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1,6.19,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5189690,,O=C(Nc1c2c(cc3c1CCC3)CCC2)NS(=O)(=O)c1ccc(N2C[C@@H]3[C@@H](CO)[C@@H]3C2)c2nonc12,6.19,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL1331770,,Cc1cccc(C(=O)NNC(=O)c2c(O)c3ccccc3n(C)c2=O)c1,6.19,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1465706,,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,6.19,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL5197960,,O=C(Cc1ccc(Br)cc1)Nc1cccc(O)c1,6.19,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL553119,,CCCCC1N=C(N)CC1C.Cl,6.18,IC50,,,ChEMBL_API
NLRP3,CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",CHEMBL1703295,,COc1c(OC(C)=O)c(=O)n2c3ccccc3c3ccnc1c32,6.18,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL227744,NITROARGININE,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],6.17,Ki,1.0,,ChEMBL_API
ULK1,CHEMBL6006,Serine/threonine-protein kinase ULK1,CHEMBL4168766,,Nc1n[nH]c2ccc(NC(=O)C3CCCNC3)cc12,6.17,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL271184,,COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,6.16,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL76342,,CC1=CCN=C(N)C1,6.16,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL575935,,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccnc5)nc43)CC2)cc1,6.16,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL435854,,CC(=N)NCCSC[C@@H](N)C(=O)O,6.16,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1492752,,Cn1nccc1C(=O)NC1CCCc2c1cnn2-c1ccc(F)cc1F,6.15,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1325856,,COCCn1c(C)cc(C(=O)COC(=O)c2cccc(O)c2)c1C,6.15,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1415184,,Cc1cc(C(=O)NC2CCCc3c2cnn3-c2cccc(C)c2C)n(C)n1,6.15,IC50,,,ChEMBL_API
iNOS,CHEMBL4481,"Nitric oxide synthase, inducible",CHEMBL268521,,NC1=NCCc2ccsc21,6.14,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL3740080,,O=C(c1coc2ccccc2c1=O)N1CCN(C(=O)c2cn(-c3cccc([N+](=O)[O-])c3)c3ccc([N+](=O)[O-])cc23)CC1,6.13,Kd,,,ChEMBL_API
IL6,CHEMBL1795129,Interleukin-6,CHEMBL5796168,,CCCCOc1nc(N)c2nc(O)n(Cc3ccc4c(c3)Sc3cc(CNC5CCC5)ccc3N4C)c2n1,6.12,EC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5880675,,O=C(NC[C@@]1(O)CCCC(F)(F)C1)c1cn(C[C@@H]2CCCO2)c2cccc(Cl)c12,6.12,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL6026790,,O=C(NCC1CCCCC1)c1cn(C2CCOC2)c2cccc(Cl)c12,6.12,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL57267,,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,6.12,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5786929,,O=C(NCC1CCC(F)(F)CC1)c1cn(CC2CC(F)(F)C2)c2cccc(Cl)c12,6.12,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5769204,,O=C(NCCCC(F)(F)F)c1cn(C2COC2)c2cccc(Cl)c12,6.12,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL5913736,,O=C(NCC1(O)CCCC1)c1cn(C2COC2)c2cccc(Cl)c12,6.12,IC50,,,ChEMBL_API
TNF,CHEMBL1825,Tumor necrosis factor,CHEMBL1706335,,O=C(CSc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)Nc1ccc(C(F)(F)F)cc1,6.12,IC50,,,ChEMBL_API
MTOR,CHEMBL2842,Serine/threonine-protein kinase mTOR,CHEMBL409671,,CCN(CC)CCN(C)/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12,6.12,IC50,,,ChEMBL_API
IL1B,CHEMBL1909490,Interleukin-1 beta,CHEMBL6029444,,COCCn1cc(C(=O)NC(CO)c2cccc(C(F)(F)F)c2)c2c(Cl)cccc21,6.12,IC50,,,ChEMBL_API
